segment_id,recording_id,speaker_group_id,dataset_split,duration_seconds,audio_path,review_status,transcription,final_selection
REC111_SEG0014_PART02,REC111,SPK009,train,14.636,data/processed/segments/REC111/REC111_SEG0014_PART02.wav,reviewed,waḍmen wawar marra mara netta war ɣarsen isri xenni ini tt i tmesmunt n rmuminin uca mara war isri ura ɣar tmesmunt xenni ejj i t ad ɣarwem yiri,yes
REC111_SEG0015,REC111,SPK009,train,3.864,data/processed/segments/REC111/REC111_SEG0015.wav,reviewed,am yijjen bu ḍḍariba niɣ am yijjen kuffar,yes
REC111_SEG0019,REC111,SPK009,train,19.376,data/processed/segments/REC111/REC111_SEG0019.wav,reviewed,rexdenni yusa dd ɣares buṭrus inna a sidi mecḥar n twarawin i ɣa ixḍa akidi uma necc adas samḥeɣ ma ar sebɛa n twarawin innas yasuɛ war ḍ ac qqareɣ ca ar sebɛa maca ar sebɛin ḍi sebɛa n imuren,yes
REC111_SEG0020,REC111,SPK009,train,10.96,data/processed/segments/REC111/REC111_SEG0020.wav,reviewed,suyenni tgeldit n ijenwan deg ijjen weryaz ḍ ajedjid i ixsen ad yegg reḥsab ak ḍ imsexxaren nnes umi ibḍa ad imseḥseb,yes
REC111_SEG0021_PART01,REC111,SPK009,train,14.408,data/processed/segments/REC111/REC111_SEG0021_PART01.wav,reviewed,iwyen dd ɣares ijjen bnaḍem ittursas ɛecra araf talint am war tuɣi ɣares min zi ɣa yarr amarwas yumur bab nnes ḥima ad ittwammenz,yes
REC111_SEG0022,REC111,SPK009,train,7.12,data/processed/segments/REC111/REC111_SEG0022.wav,reviewed,aqa izzidjezas bab n umsexxar nni iḍreqas uca isamḥas deg umarwas,yes
REC111_SEG0023_PART02,REC111,SPK009,train,12.76,data/processed/segments/REC111/REC111_SEG0023_PART02.wav,reviewed,xedjes min ḍ ac tturseɣ iwḍa yas umsexxar amɛacar nnes ɣar iḍaren iḥeccmit i t inna sbar xafi ad ac arreɣ marra maca netta war ixes,yes
REC111_SEG0024,REC111,SPK009,train,4.336,data/processed/segments/REC111/REC111_SEG0024.wav,reviewed,iruḥ inḍar i t ḍi reḥbes ar dd ɣa yarr amarwas,yes
REC111_SEG0025,REC111,SPK009,train,17.488,data/processed/segments/REC111/REC111_SEG0025.wav,reviewed,rami zrin imsexxaren imɛacaren nnes min imsaren ceḍnen attas uca ruḥen nnan tt i bab nsen uca iraɣa dd xas sidis innas a cek amsexxar aɛeffan marra min ḍ ac tturseɣ samḥeɣ ac minzi tettared ayi,yes
REC111_SEG0026_PART02,REC111,SPK009,train,14.825,data/processed/segments/REC111/REC111_SEG0026_PART02.wav,reviewed,ar ɣa ixedjes marra min ḍayes ḍ amarwas ammu i ɣa yegg baba wenni idjan deg ujenna i kenniw mara kenniw war tsimiḥem s wur kur ijjen zzaywem i umas ixettan nnes,yes
REC112_SEG0002,REC112,SPK009,train,14.928,data/processed/segments/REC112/REC112_SEG0002.wav,reviewed,arami ikemmer yasuɛ awaren a iffeɣ zi ljalil yiweḍ ɣar jjwayeh n ṭammurṭ n yahudiyya ɣar ujemmaḍ n yeɣzar n l urdun aqa iḍfar i t ijjen rɣaci ḍ ameqqran,yes
REC112_SEG0003,REC112,SPK009,train,1.904,data/processed/segments/REC112/REC112_SEG0003.wav,reviewed,issgenfa i ṭen dinni,yes
REC112_SEG0004_PART01,REC112,SPK009,train,11.64,data/processed/segments/REC112/REC112_SEG0004_PART01.wav,reviewed,usin dd ɣares ura ḍ ifarisiyyen tuɣa arezzun ad t jarrben nnanas ma iḥedjer i weryaz ad idjef i ṭemɣarṭ nnes zi mkur sibbet,yes
REC112_SEG0004_PART02,REC112,SPK009,train,11.64,data/processed/segments/REC112/REC112_SEG0004_PART02.wav,reviewed,yarra dd inna asen ma war teɣrim ca belli wenni ṭen dd ixerqen zeg umezwaru ixreq i ṭen dd ḍ awtem ḍ tewtemt uca aqa inna,yes
REC112_SEG0005,REC112,SPK009,train,11.472,data/processed/segments/REC112/REC112_SEG0005.wav,reviewed,s uyenni ad ismeḥ weryaz ḍi babas ḍ yemmas ad iqqen ɣar ṭemɣarṭ nnes uca ṭnayen idsen nni ad irin ḍ iijjen arimeṭ,yes
REC112_SEG0006,REC112,SPK009,train,5.744,data/processed/segments/REC112/REC112_SEG0006.wav,reviewed,ammu war ttirin ɛad ḍ ṭnayen maca ḍ ijjen n arrimet,yes
REC112_SEG0007_PART01,REC112,SPK009,train,13.844,data/processed/segments/REC112/REC112_SEG0007_PART01.wav,reviewed,min issmun arebbi war t ibetti bnaḍem nnanas mayemmi yumur musa xenni maḥend ad iwc ṭabrat n wadjaf ḥima adas idjef inna asen musa,yes
REC112_SEG0008,REC112,SPK009,train,19.528,data/processed/segments/REC112/REC112_SEG0008.wav,reviewed,wa idjii sibbet n faqcɣer uca adimrec icten nneɣni aqa netta izenna u wenni i ɣa iwyen tamɣart ṭenni i idjfen aqa ura ḍ netta izenna imeḥḍaren nnes nnanas mara ammu i tedja tmesract jar bnaḍem ḍ ṭemɣarṭ nnes,yes
REC112_SEG0011,REC112,SPK009,train,3.088,data/processed/segments/REC112/REC112_SEG0011.wav,reviewed,yasuɛ ibarek iḥenjiren imezyanen,yes
REC112_SEG0012,REC112,SPK009,train,8.144,data/processed/segments/REC112/REC112_SEG0012.wav,reviewed,rexdenni iwyenas dd iḥenjiren imezyanen maḥend ad xasen issars afus nnes uca ad asen iksi s rmeɛruf,yes
REC112_SEG0013,REC112,SPK009,train,16.816,data/processed/segments/REC112/REC112_SEG0013.wav,reviewed,maca imeḥḍaren nnes webbxen ṭen maca yasuɛ inna asen jjem iḥenjiren ad ɣari dd asen war ṭen mennɛem ca minzi tageldit n ijenwan i yinni am niṭni issars xasen afus nnes uca iruḥ ssenni,yes
REC112_SEG0014,REC112,SPK009,train,3.824,data/processed/segments/REC112/REC112_SEG0014.wav,reviewed,yasuɛ ak ḍ webriɣ wenni ḍ bab n wagra,yes
REC112_SEG0016_PART02,REC112,SPK009,train,13.176,data/processed/segments/REC112/REC112_SEG0016_PART02.wav,reviewed,zur weqqar babac ḍ yemmac uca ad amqarreb nnec am yixef nnec abriɣ innas aqa ḍfareɣ timesrayin a marra zi ṭemzi inu min ḍ ayi ittxissen ɛad,yes
REC112_SEG0020,REC112,SPK009,train,8.592,data/processed/segments/REC112/REC112_SEG0020.wav,reviewed,xenni yarra dd buṭrus innas xzar aqa neccin nejja kurci neḍfar i cek min ɣarneɣ i ɣa yirin,yes
REC112_SEG0021_PART01,REC112,SPK009,train,10.552,data/processed/segments/REC112/REC112_SEG0021_PART01.wav,reviewed,yasuɛ inna asen s tidett necc ad awem iniɣ i kenniw inni ḍ ayi dd iḍfaren aqa xmi ɣa tiri marra ddunect ḍ jdid xmi ɣa iqqim mmis n bnaḍem x rɛarc n uɛudji,yes
REC112_SEG0022_PART02,REC112,SPK009,train,14.589,data/processed/segments/REC112/REC112_SEG0022_PART02.wav,reviewed,ad iksi mya n tseqqar uca ad iwart ṭudarṭ ittduman maca attas n yinni idjan ḍ imezwura ad irin ḍ ineggura uca ineggura ad irin ḍ imezwura,yes
REC113_SEG0002,REC113,SPK009,train,11.088,data/processed/segments/REC113/REC113_SEG0002.wav,reviewed,minzi tageldit n ijenwan am yijjen bab n ṭaddarṭ iffeɣ ɣar ssbeḥ zic ḥima ad icra ixemmasen i umarjeɛ nnes n uḍir,yes
REC113_SEG0003_PART01,REC113,SPK009,train,10.248,data/processed/segments/REC113/REC113_SEG0003_PART01.wav,reviewed,rami ikkes awar ak ḍ icewwaren s yijjen dinar i yijjen wass issekk i ṭen ɣar umarjeɛ nnes n uḍir rami dd iffeɣ netta,yes
REC113_SEG0004,REC113,SPK009,train,15.568,data/processed/segments/REC113/REC113_SEG0004.wav,reviewed,netta inna asen ruḥem ura ḍ kenniw ɣar umarjeɛ inu n uḍir ad awem wceɣ min ḍ awem dd ikkaren uca ruḥen iffeɣ dd ɛaweḍ ḍi jjwayeh n ṭsaɛɛet wiss setta ḍ wiss tesɛa uca igga amenni ɛaweḍ,yes
REC113_SEG0006,REC113,SPK009,train,13.584,data/processed/segments/REC113/REC113_SEG0006.wav,reviewed,rami dd tiweḍ tmeddiṭ inna bab n umarjeɛ n uḍir i uweqqaf nnes raɣa dd x ixemmasen xedjes asen rmunet sizwar zeg inni dd yusin ḍ ineggura uca ammu ar imezwura,yes
REC113_SEG0007,REC113,SPK009,train,19.408,data/processed/segments/REC113/REC113_SEG0007.wav,reviewed,uca usin dd inni ḍ icra ḍi jjwayeh n ṭsaɛɛet wiss ḥiṭac uca kur ijjen zzaysen ittef ijjen dinar rami dd usin inni tuɣa ḍ imezwura ittɣir asen ad ttfen ktar maca ura ḍ niṭni ttfen i kur ijjen zzaysen ijjen dinar,yes
REC113_SEG0008_PART01,REC113,SPK009,train,13.608,data/processed/segments/REC113/REC113_SEG0008_PART01.wav,reviewed,aqa xeyyqen x bab n ṭaddarṭ nnan aqa ina ḍ inni ḍ ineggura xedmen ict n ṭsaɛɛet u cek temqudd i ṭen akidneɣ neccin inni yarebbun,yes
REC113_SEG0008_PART02,REC113,SPK009,train,13.608,data/processed/segments/REC113/REC113_SEG0008_PART02.wav,reviewed,ddqer n wass ḍ reḥmu maca netta yarra dd x ijjen zzaysen inna a ameddukker inu necc war cek ḍrimeɣ ma war kidi tekkised awar x ijjen dinar,yes
REC113_SEG0010,REC113,SPK009,train,15.184,data/processed/segments/REC113/REC113_SEG0010.wav,reviewed,niɣ ṭitt nnec ḍ taɛeffant minzi necc ḍ asebḥan ammu i ɣa dewren ineggura ḍ imezwura uca imezwura ad dewren ḍ ineggura minzi attas inni ittwaraɣan maca drus inni ittwaxdaren,yes
REC113_SEG0012_PART01,REC113,SPK009,train,11.528,data/processed/segments/REC113/REC113_SEG0012_PART01.wav,reviewed,rami ikkar dd yasuɛ maḥend ad igeɛɛed ɣar urcalim yiwi ṭenɛac n imeḥḍaren nnes ɣar uɣezdis deg webrid inna asen xzar ad ngeɛɛed ɣar,yes
REC113_SEG0014,REC113,SPK009,train,3.12,data/processed/segments/REC113/REC113_SEG0014.wav,reviewed,tutra n yemmas n yaɛqub ḍ yuḥanna,yes
REC113_SEG0015_PART02,REC113,SPK009,train,11.032,data/processed/segments/REC113/REC113_SEG0015_PART02.wav,reviewed,n texsed ṭennas nettat ini maḥend ad qqimen ṭnayen n iḥenjiren a inu ijjen ɣar ufusi nnec u wenneɣni ɣar uzermaḍ nnec ḍi tgeldit nnec,yes
REC113_SEG0017,REC113,SPK009,train,17.776,data/processed/segments/REC113/REC113_SEG0017.wav,reviewed,netta inna asen rkas inu ad t teswem u aseɣḍes i zi ɣa ttwassɣeḍseɣ ad zzayes tettwassɣeḍsem maca aɣimi ɣar ufusi inu ḍ uzermaḍ inu war idji i necc maḥend ad t wceɣ maca ad yiri i yinni umi t issewjed baba,yes
REC113_SEG0019_PART01,REC113,SPK009,train,13.912,data/processed/segments/REC113/REC113_SEG0019_PART01.wav,reviewed,war ittiri ammu jar awem maca s rmeqrub wenni ixsen ad yiri ḍ ameqqran jar awem ad yiri ḍ amsexxar nwem u wenni ixsen ad yiri ḍ amezwaru jar awem jit ad yiri,yes
REC113_SEG0022_PART01,REC113,SPK009,train,14.488,data/processed/segments/REC113/REC113_SEG0022_PART01.wav,reviewed,rami srin belli yasuɛ ad iɛdu raɣan nnan a sidi mmis n dawud arḥem aneɣ maca rɣaci iziyyar xasen ḥima ad sqaren maca niṭni sɣuyen s jjehd ktar nnan,yes
REC113_SEG0023,REC113,SPK009,train,7.28,data/processed/segments/REC113/REC113_SEG0023.wav,reviewed,yasuɛ iḥinn xasen xenni iḥada ṭittawin nsen rexdenni dewrent ṭittawin nsen ttwarant,yes
REC114_SEG0001,REC114,SPK009,train,3.472,data/processed/segments/REC114/REC114_SEG0001.wav,reviewed,adaf n yasuɛ ɣar urcalim am ujedjid,yes
REC114_SEG0003_PART01,REC114,SPK009,train,11.32,data/processed/segments/REC114/REC114_SEG0003_PART01.wav,reviewed,issekk yasuɛ ṭnayen n imeḥḍaren nnes inna asen ruḥem ɣar dcar nni qibac nwem deɣya ad tafem ict n teɣyuc teqqen ḍ ijjen wesnus akides,yes
REC114_SEG0003_PART02,REC114,SPK009,train,11.32,data/processed/segments/REC114/REC114_SEG0003_PART02.wav,reviewed,fesyem asen tawyem ṭen dd ɣari mara inna awem ḥed ca arrem xas ammu aqa siditneɣ iḥdaj i ṭen netta ad ṭen dd yarr deɣya,yes
REC114_SEG0005_PART01,REC114,SPK009,train,13.192,data/processed/segments/REC114/REC114_SEG0005_PART01.wav,reviewed,yenya x weɣyur ḍ wesnus aqa ḍ mmis n teɣyuc ruḥen imeḥḍaren uca ggin am mammec ṭen yumur yasuɛ iwyen dd aɣyur ḍ wesnus sarsen arruḍ nsen,yes
REC114_SEG0009_PART01,REC114,SPK009,train,13.5,data/processed/segments/REC114/REC114_SEG0009_PART01.wav,reviewed,yudef yasuɛ ɣar zzawect tameqqrant n arebbi issuffeɣ marra inni izznuzan ḍ yinni issaɣen ḍi zzawect tameqqrant uca iqreb ttwaber n isarrafen n tenɛacin ḍ rekrasi n yinni i,yes
REC114_SEG0009_PART02,REC114,SPK009,train,13.5,data/processed/segments/REC114/REC114_SEG0009_PART02.wav,reviewed,zznuzan idbiren inna asen aqa tura ṭaddarṭ inu ad tettwasemma ṭaddarṭ n tzadjit maca kenniw tarrim tt ḍ ifri n iceffaren iwyen dd ɣares ḍi zzawect tameqqrant,yes
REC114_SEG0010,REC114,SPK009,train,13.432,data/processed/segments/REC114/REC114_SEG0010.wav,reviewed,idarɣaren ḍ ineɛḍaben uca issgenfa ṭen umi zrin imeqqranen n ikehhanen ḍ imsermaden n idlisen lmuɛjizat i yegga u aqa iḥenjiren ttraɣan ḍi zzawect tameqqrant qqaren,yes
REC114_SEG0011_PART01,REC114,SPK009,train,11.176,data/processed/segments/REC114/REC114_SEG0011_PART01.wav,reviewed,usanna i mmis n dawud xeyyqen attas nnanas ma tesrid min qqaren yina inna asen yasuɛ wah ma war teɣrim ɛemmas,yes
REC114_SEG0012,REC114,SPK009,train,1.392,data/processed/segments/REC114/REC114_SEG0012.wav,reviewed,artu yuzɣen,yes
REC114_SEG0014_PART01,REC114,SPK009,train,13.256,data/processed/segments/REC114/REC114_SEG0014_PART01.wav,reviewed,umi zrin imeḥḍaren man aya tbehten nnan mammec igga wartu yuzeɣ deɣya yasuɛ yarra dd inna asen s tidett necc ad awem iniɣ mara ḍaywem l iman u war tcekkim ca aqa war tetteggem,yes
REC114_SEG0014_PART02,REC114,SPK009,train,13.256,data/processed/segments/REC114/REC114_SEG0014_PART02.wav,reviewed,min imsaren i wartu waha maca ɛaweḍ mara tennam i wedrar a meksi wḍa ḍi rebḥar ad yiri ḍ qqaɛ min ɣa tettarem ḍi tzadjit s l iman ad t tettfem,yes
REC114_SEG0016_PART01,REC114,SPK009,train,13.88,data/processed/segments/REC114/REC114_SEG0016_PART01.wav,reviewed,rami yudef ɣar zzawect tameqqrant usin dd ɣares imeqqranen n ikehhanen ḍ imɣaren n rgens am tuɣa issermad nnan s man ssulṭa i teggid timesrayin a wi ḍ ac iwcin ssulṭa ya,yes
REC114_SEG0019_PART02,REC114,SPK009,train,11.064,data/processed/segments/REC114/REC114_SEG0019_PART02.wav,reviewed,ass a ad ṭxedmeḍ deg umarjeɛ n uḍir netta yarra dd inna necc war xseɣ ca maca awarni man aya indem uca iruḥ din,yes
REC114_SEG0020,REC114,SPK009,train,14.224,data/processed/segments/REC114/REC114_SEG0020.wav,reviewed,uca yusa dd netta ɣar wenni wiss ṭnayen innas amenni beɛda wanita yarra dd xas wah a sidi maca war iruḥ ca man wen zzaysen i iggin rxaḍar i babas niṭni arrin dd xas,yes
REC114_SEG0021_PART01,REC114,SPK009,train,13.864,data/processed/segments/REC114/REC114_SEG0021_PART01.wav,reviewed,wenni ḍ amezwaru yasuɛ inna asen s tidett necc ad awem iniɣ aqa ayt n ḍḍariba ḍ temɣarin n farq ccɣer ad awem izwaren ɣar tgeldit n arebbi minzi yuḥanna yusa dd ɣarwem deg webrid n t,yes
REC114_SEG0021_PART02,REC114,SPK009,train,13.864,data/processed/segments/REC114/REC114_SEG0021_PART02.wav,reviewed,segda kenniw war zzayes tuminem maca ayt n ḍḍariba ḍ temɣarin n farq ccɣer aqa niṭni umnen zzayes rami ṭezrim man aya war tetubem ca ɣar uneggaru maḥend ad zzayes tamnem,yes
REC114_SEG0023_PART01,REC114,SPK009,train,11.736,data/processed/segments/REC114/REC114_SEG0023_PART01.wav,reviewed,srem ɛaweḍ i yijjen umedya nneɣni tuɣa din ijjen weryaz bab n ṭaddarṭ igga ijjen umarjeɛ n uḍir izzu ḍayes tizayarin netta iquwwaras dd s,yes
REC114_SEG0024,REC114,SPK009,train,9.072,data/processed/segments/REC114/REC114_SEG0024.wav,reviewed,umi dd tiweḍ rweqt n ssabet n rɣidjet issekk imsexxaren nnes ɣar ixemmasen nni ḥima ad dd awyen rɣidjet nnes,yes
REC114_SEG0028,REC114,SPK009,train,12.24,data/processed/segments/REC114/REC114_SEG0028.wav,reviewed,azru i iɛiffen ibennayen aqa iḍwer ḍ azru azedjif n teɣmart manaya it wag zi sidi aqqat ijjen ḥajjet s ṭebhet ṭittawin nneɣ,yes
REC114_SEG0029,REC114,SPK009,train,9.808,data/processed/segments/REC114/REC114_SEG0029.wav,reviewed,s uyenni ad awem iniɣ belli tageldit n arebbi ad awem tettwakkes uca ad temmewc i yijjen rgens i ɣa iwcen rɣidjet nnes,yes
REC114_SEG0030,REC114,SPK009,train,19.924,data/processed/segments/REC114/REC114_SEG0030.wav,reviewed,wi ɣa iwḍan x wezru ya ad ittwarbez u wi xef i ɣa iwḍa ad t irbez rami srin imeqqranen n ikehhanen ḍ ifarisiyyen imedya nnes fehmen belli issawar xasen arezzun ad t ttfen maca ggʷeden zi rɣaci minzi rɣaci tuɣa iḥesseb i t ḍ ijjen unabi,yes
REC115_SEG0003,REC115,SPK009,train,15.312,data/processed/segments/REC115/REC115_SEG0003.wav,reviewed,ɛaweḍ issekk dd imsexxaren nneɣni inna inim i yinni ittwaɛarḍen aqa sswejdeɣ awem amecri ɣarseɣ i iyenduzen inu ḍ rmar inu iseḥḥen aqa marra iwjed asem dd ɣar wurar,yes
REC115_SEG0004,REC115,SPK009,train,14.128,data/processed/segments/REC115/REC115_SEG0004.wav,reviewed,niṭni maca war wcin ca taynit i man aya ruḥen ijjen ɣar reɛrasi nnes u wenneɣni ɣar ttijara nnes inni iqqimen ttfen imsexxaren nnes ɣezzan ḍaysen uca nɣin ṭen,yes
REC115_SEG0005,REC115,SPK009,train,10.512,data/processed/segments/REC115/REC115_SEG0005.wav,reviewed,rami isra ujedjid man aya ixeyyeq attas issekk dd rɛeskar nnes uca yareyyeb iqettaren nni uca issecmeḍ tandint nsen,yes
REC115_SEG0006,REC115,SPK009,train,15.216,data/processed/segments/REC115/REC115_SEG0006.wav,reviewed,xenni inna i imsexxaren nnes aqa urar iwjed maca inni tuɣa ittwaɛarḍen war t sdihidjen ca s uya uyurem ɣar mani ttemsebḍan ibriden raɣam dd x marra inni i ɣa tafem din ɣar wurar,yes
REC115_SEG0007_PART01,REC115,SPK009,train,11.72,data/processed/segments/REC115/REC115_SEG0007_PART01.wav,reviewed,xenni ffɣen dd imsexxaren nni ɣar ibriden uca ssmunen marra inni ufin am yisebḥanen am yiɛeffanen uca amcan n wurar tedwer teccur s inewjiwen i iqqimen,yes
REC115_SEG0007_PART02,REC115,SPK009,train,11.72,data/processed/segments/REC115/REC115_SEG0007_PART02.wav,reviewed,dinni rami dd yudef ujedjid maḥend ad izar inewjiwen nni iqqimen dinni iḥekkar i yijjen bnaḍem war yarḍ ca arruḍ n wurar innas a ameddukker inu,yes
REC115_SEG0008_PART01,REC115,SPK009,train,11.512,data/processed/segments/REC115/REC115_SEG0008_PART01.wav,reviewed,mammec dd tudfed danita bra arruḍ n wurar maca netta iḍwer ignu xenni inna ujedjid i imsexxaren carfem t s ifassen ḍ iḍaren uca nḍarem,yes
REC115_SEG0008_PART02,REC115,SPK009,train,11.512,data/processed/segments/REC115/REC115_SEG0008_PART02.wav,reviewed,t barra ɣar uneggar n tadjest mani ɣa irin imettawen ḍ uɣezzi n teɣmas minzi aqa din attas inni ittwaraɣan maca drus inni ittwafarzen,yes
REC115_SEG0009,REC115,SPK009,train,2.288,data/processed/segments/REC115/REC115_SEG0009.wav,reviewed,aseqsi x ḍḍariba i qaysar,yes
REC115_SEG0011,REC115,SPK009,train,4.656,data/processed/segments/REC115/REC115_SEG0011.wav,reviewed,ma iḥeqq ɛlaḥsab ccariɛa ad tettwaxedjes ḍḍariba i qaysar niɣ lla,yes
REC115_SEG0013,REC115,SPK009,train,4.528,data/processed/segments/REC115/REC115_SEG0013.wav,reviewed,rami srin man aya tbehten semḥen ḍayes uca ruḥen,yes
REC115_SEG0016,REC115,SPK009,train,19.312,data/processed/segments/REC115/REC115_SEG0016.wav,reviewed,tuɣa ɣarneɣ sebɛa n wawmaten amezwaru imrec immut umi war dd yejji ca ṭarwa aqa ijja tamɣart nnes i umas ammu i immut ura ḍ wenni wiss ṭnayen ḍ wiss ṭraṭa ar wenni wiss sebɛa ɣar uneggaru nsen marra temmut ṭemɣarṭ,yes
REC115_SEG0019_PART02,REC115,SPK009,train,14.408,data/processed/segments/REC115/REC115_SEG0019_PART02.wav,reviewed,jar imettinen ma war teɣrim ca min ḍ awem inna arebbi i iqqaren aqa necc ḍ arebbi n ibrahim arebbi n isḥaq arebbi n yaɛqub arebbi war idji ḍ arebbi n imettinen maca n yinni iddaren,yes
REC115_SEG0023,REC115,SPK009,train,12.56,data/processed/segments/REC115/REC115_SEG0023.wav,reviewed,ṭenni wiss ṭnayen tarwes ḍayes aqa nettat ad texsed jjar nnec amecnaw ixef nnec x ṭnayen n twessa ya tettwabna marra ccariɛa ḍ inabiyyen,yes
REC115_SEG0025_PART01,REC115,SPK009,train,14.28,data/processed/segments/REC115/REC115_SEG0025_PART01.wav,reviewed,am tuɣa munen ifarisiyyen isseqsa ṭen yasuɛ inna min teqqarem x lmasiḥ umi igga mmis nnanas mmis n dawud inna asen mammec i ɣa yegg dawud adas isemma zi arruḥ,yes
REC115_SEG0025_PART02,REC115,SPK009,train,14.28,data/processed/segments/REC115/REC115_SEG0025_PART02.wav,reviewed,sidi am iqqar sidi inna i sidi inu qqim dd x ufusi inu ar ɣa ggeɣ rɛedyan nnec sadu iḍaren nnec mara dawud iraɣas sidi mammec ɣa yiri ḍ mmis,yes
REC116_SEG0001,REC116,SPK009,train,4.304,data/processed/segments/REC116/REC116_SEG0001.wav,reviewed,awaren iqesḥen x imsermaden n ccariɛa ḍ ifarisiyyen,yes
REC116_SEG0002_PART01,REC116,SPK009,train,11.352,data/processed/segments/REC116/REC116_SEG0002_PART01.wav,reviewed,rexdenni issiwer yasuɛ ak ḍ rɣaci u ak ḍ imeḥḍaren nnes inna imsermaden n idlisen ḍ ifarisiyyen ssɣimen simant nsen x rkursi n musa s uya marra,yes
REC116_SEG0005_PART02,REC116,SPK009,train,10.984,data/processed/segments/REC116/REC116_SEG0005_PART02.wav,reviewed,amsermaḍ nwem ḍ ijjen maca kenniw marra ḍ awmaten war ttejjim ad awem raɣan ḍi ṭammurṭ a baba minzi babatwem i idjan deg ijenwan ḍ ijjen,yes
REC116_SEG0006_PART01,REC116,SPK009,train,12.344,data/processed/segments/REC116/REC116_SEG0006_PART01.wav,reviewed,war ttejjim ad awem raɣan imgewwaden minzi ijjen ḍ wenni ḍ amgewwad nwem aqa t ḍ lmasiḥ maca ameqqran nwem ad yiri ḍ amsexxar nwem wenni i ɣa issuɛ,yes
REC116_SEG0007_PART02,REC116,SPK009,train,13.608,data/processed/segments/REC116/REC116_SEG0007_PART02.wav,reviewed,ḍ ifarisiyyen kenniw a imnafqen kenniw tettbellɛem tageldit n ijenwan i iwḍan minzi kenniw simant nwem war tt tettidfem uca inni yarezzun ad dd adfen war ṭen tettejjim ad dd adfen,yes
REC116_SEG0009,REC116,SPK009,train,17.712,data/processed/segments/REC116/REC116_SEG0009.wav,reviewed,uct xawem a kenniw imgewwaden idarɣaren inni iqqaren wenni ijjudjen ɣar zzawect tameqqrant aqa tajadjit nnes war tessekkʷi walu maca wenni i ɣa ijjudjen s wureɣ i idjan ḍi zzawect tameqqrant aqa netta iqqen ɣar iress nnes,yes
REC116_SEG0010,REC116,SPK009,train,14.096,data/processed/segments/REC116/REC116_SEG0010.wav,reviewed,a ifɣar a idarɣaren min isekkʷan ktar ureɣ niɣ zzawect tameqqrant ṭenni tessqeddes ureɣ uca ammu i teqqarem ɛaweḍ wenni ijjudjen ɣar uɛalṭar aqa tajadjit nnes war tsekkʷi walu,yes
REC116_SEG0011_PART02,REC116,SPK009,train,13.928,data/processed/segments/REC116/REC116_SEG0011_PART02.wav,reviewed,qeddes tamewci s uya wi ɣa ijjadjen xenni ɣar uɛalṭar aqa ijjudj ɣar uɛalṭar u ɣar marra min xas idjan u wi ɣa ijjadjen ɣar zzawect tameqqrant ijjudj ɣares u ɣar wenni ḍayes izeddɣen,yes
REC116_SEG0012,REC116,SPK009,train,5.744,data/processed/segments/REC116/REC116_SEG0012.wav,reviewed,u wi ɣa ijjadjen ɣar ujenna aqa ijjudj ɣar rɛarc n arebbi ḍ wenni xas iqqimen,yes
REC116_SEG0013_PART01,REC116,SPK009,train,11.848,data/processed/segments/REC116/REC116_SEG0013_PART01.wav,reviewed,uct xawem a kenniw imsermaden n idlisen ḍ ifarisiyyen kenniw a imnafqen minzi kenniw tetticem taɛcart n nneɛnaɛ ḍ ssanudj ḍ rcemmum,yes
REC116_SEG0013_PART02,REC116,SPK009,train,11.848,data/processed/segments/REC116/REC116_SEG0013_PART02.wav,reviewed,maca war ḍ awem icqi min idjan ḍ ameqqran ḍi ccariɛa aqa rḥukm ḍ arreḥmet ḍ l iman ina i ittxessa ad teggem inneɣni,yes
REC116_SEG0015_PART01,REC116,SPK009,train,12.808,data/processed/segments/REC116/REC116_SEG0015_PART01.wav,reviewed,uct xawem a kenniw imsermaden n idlisen ḍ ifarisiyyen kenniw a imnafqen minzi tessizdagem barra n aɣarraf ḍ ttebsi maca ɣar daxer t ccuren,yes
REC116_SEG0018_PART02,REC116,SPK009,train,14.008,data/processed/segments/REC116/REC116_SEG0018_PART02.wav,reviewed,inabiyyen iwa kemmrem kenniw xenni ura reqyas n min ggin rejdud nwem a irefsawen ṭarwa n ifiɣran mammec ɣa teggem ad tettwassnejmem zi rḥukm n ṭmessi n jehennama,yes
REC116_SEG0020_PART01,REC116,SPK009,train,12.028,data/processed/segments/REC116/REC116_SEG0020_PART01.wav,reviewed,ca zzaysen ad ṭen tenɣem ca zzaysen ad ṭen tsellbem u ca zzaysen ad ṭen thettkem s urekkuḍ ḍi ṭemzidawin nwem uca ad xasen tazzrem zi tendint,yes
REC116_SEG0020_PART02,REC116,SPK009,train,12.028,data/processed/segments/REC116/REC116_SEG0020_PART02.wav,reviewed,ɣar tendint nneɣni arami ad xawem irin marra iḍammen iseggden i issizzren x ṭammurṭ zeg iḍammen n habil amseggad ar iḍammen n zakariyya,yes
REC116_SEG0021,REC116,SPK009,train,10.808,data/processed/segments/REC116/REC116_SEG0021.wav,reviewed,mmis n birixya i tenɣim jar zzawect tameqqrant ḍ uɛalṭar s tidett necc ad awem iniɣ marra timesrayin a ad dd asent x jjir a,yes
